BioProject	SRA	BioSample	treatment	tissue	stage	cultivar	code	temperature	attributes
PRJEB7729	ERR674198	SAMEA3120860	NA	NA	NA	Barke	SAMEA3120860	NA	ENA first public:2016-05-20;  ENA last update:2016-05-20;  ENA-CHECKLIST:ERC000035;  External Id:SAMEA3997841;  INSDC center alias:ENA;  INSDC center name:ENA;  INSDC first public:2016-05-20T16:38:06Z;  INSDC last update:2016-05-20T15:56:23Z;  INSDC status:public;  Submitter Id:ERR674198 SAMEA3120860;  age:4 week;  cultivar:Barke;  experimental factor 1:infect;  experimental factor 2:sampling site;  growth condition:green house study;  infect:mock (EFO 0001461);  organism part:leaf (EFO 0000993);  recurated from:SAMEA3120860;  sample name:ERR674198 SAMEA3120860;  sub species:vulgare;  ENA checklist:ERC000011;  INSDC center alias:Helmholtz Zentrum Muenchen  Department of Environmental Sciences  Institute of Biochemical Plant Pathology;  INSDC center name:Helmholtz Zentrum Muenchen  Department of Environmental Sciences  Institute of Biochemical Plant Pathology;  INSDC first public:2014-11-24T17:01:34Z;  INSDC last update:2014-11-13T14:39:20Z;  INSDC status:public;  SRA accession:ERS605010;  Sample Name:ERS605010;  age:4;  alias:E-MTAB-3063:SM rep3;  broker name:ArrayExpress;  cultivar:Barke;  growth condition:green house study;  infect:mock;  organism:Hordeum vulgare;  organism part:leaf;  sampling site:systemic leaf not at the site of infection;  title:SM rep3;  sub species:vulgare
PRJEB7729	ERR674199	SAMEA3120844	NA	NA	NA	Barke	SAMEA3120844	NA	ENA first public:2016-05-20;  ENA last update:2016-05-20;  ENA-CHECKLIST:ERC000035;  External Id:SAMEA3997842;  INSDC center alias:ENA;  INSDC center name:ENA;  INSDC first public:2016-05-20T16:38:06Z;  INSDC last update:2016-05-20T15:56:23Z;  INSDC status:public;  Submitter Id:ERR674199 SAMEA3120844;  age:4 week;  cultivar:Barke;  experimental factor 1:infect;  experimental factor 2:sampling site;  growth condition:green house study;  infect:Xanthomonas translucens pv. cerealis;  organism part:leaf (EFO 0000993);  recurated from:SAMEA3120844;  sample name:ERR674199 SAMEA3120844;  sub species:vulgare;  ENA checklist:ERC000011;  INSDC center alias:Helmholtz Zentrum Muenchen  Department of Environmental Sciences  Institute of Biochemical Plant Pathology;  INSDC center name:Helmholtz Zentrum Muenchen  Department of Environmental Sciences  Institute of Biochemical Plant Pathology;  INSDC first public:2014-11-24T17:01:34Z;  INSDC last update:2014-11-13T14:39:20Z;  INSDC status:public;  SRA accession:ERS604994;  Sample Name:ERS604994;  age:4;  alias:E-MTAB-3063:LX rep2;  broker name:ArrayExpress;  cultivar:Barke;  growth condition:green house study;  infect:Xanthomonas translucens pathovar cerealis;  organism:Hordeum vulgare;  organism part:leaf;  sampling site:local leaf at site of infection;  title:LX rep2;  sub species:vulgare
PRJEB8748	ERR781039	SAMEA3304876	NA	apex	NA	wild type genotype	SAMEA3304876	NA	ENA first public:2016-05-20;  ENA last update:2016-05-20;  ENA-CHECKLIST:ERC000035;  External Id:SAMEA3998037;  INSDC center alias:ENA;  INSDC center name:ENA;  INSDC first public:2016-05-20T16:38:06Z;  INSDC last update:2016-05-20T15:56:28Z;  INSDC status:public;  Submitter Id:ERR781039 SAMEA3304876;  dev stage:vegetative phase;  environmental stress:short day length regimen;  experimental factor 1:dev stage;  experimental factor 2:genotype;  experimental factor 3:environmental stress;  experimental factor 4:organism part;  genotype:wild type genotype;  organism part:shoot apex (EFO 0001947);  recurated from:SAMEA3304876;  sample name:ERR781039 SAMEA3304876;  Daytime of harvest (Zeitgeber (ZT): hours after lights on):ZT5;  Developmental stage (Waddington stage):W0.5;  ENA first public:2015-03-11;  ENA last update:2015-03-10;  ENA-CHECKLIST:ERC000011;  External Id:SAMEA3304876;  Harvest time (Days after separation into SD/LD):0;  INSDC center alias:HHU (Heinrich Heine University);  INSDC center name:HHU (Heinrich Heine University);  INSDC first public:2015-03-11T17:01:48Z;  INSDC last update:2015-03-10T19:20:55Z;  INSDC status:public;  Leaf number (emerged from main shoot):1;  Submitter Id:A Apex SD S42-IL017 W0.5 0DAS rep1;  average number of floret primoria on harvested main shoot apices:0;  biological replication:1.1;  common name:barley;  genotype:S42-IL107;  photoperiod:Short Day;  sample name:A Apex SD S42-IL017 W0.5 0DAS rep1;  tissue:Apex
PRJEB8748	ERR781043	SAMEA3304859	NA	apex	NA	ppd-H1 mutant	SAMEA3304859	NA	ENA first public:2016-05-20;  ENA last update:2016-05-20;  ENA-CHECKLIST:ERC000035;  External Id:SAMEA3998041;  INSDC center alias:ENA;  INSDC center name:ENA;  INSDC first public:2016-05-20T16:38:06Z;  INSDC last update:2016-05-20T15:56:28Z;  INSDC status:public;  Submitter Id:ERR781043 SAMEA3304859;  dev stage:end of vegetative phase;  environmental stress:long day length regimen;  experimental factor 1:dev stage;  experimental factor 2:genotype;  experimental factor 3:environmental stress;  experimental factor 4:organism part;  genotype:ppd-H1 mutant;  organism part:shoot apex (EFO 0001947);  recurated from:SAMEA3304859;  sample name:ERR781043 SAMEA3304859;  Daytime of harvest (Zeitgeber (ZT): hours after lights on):ZT13;  Developmental stage (Waddington stage):W1.0;  ENA first public:2015-03-11;  ENA last update:2015-03-10;  ENA-CHECKLIST:ERC000011;  External Id:SAMEA3304859;  Harvest time (Days after separation into SD/LD):3;  INSDC center alias:HHU (Heinrich Heine University);  INSDC center name:HHU (Heinrich Heine University);  INSDC first public:2015-03-11T17:01:48Z;  INSDC last update:2015-03-10T19:20:56Z;  INSDC status:public;  Leaf number (emerged from main shoot):2;  Submitter Id:E Apex LD Scarlett W1 3DAS rep2;  average number of floret primoria on harvested main shoot apices:0;  biological replication:2.2;  common name:barley;  genotype:Scarlett;  photoperiod:Long Day;  sample name:E Apex LD Scarlett W1 3DAS rep2;  tissue:Apex
PRJEB8748	ERR781044	SAMEA3304878	NA	apex	NA	ppd-H1 mutant	SAMEA3304878	NA	ENA first public:2016-05-20;  ENA last update:2016-05-20;  ENA-CHECKLIST:ERC000035;  External Id:SAMEA3998042;  INSDC center alias:ENA;  INSDC center name:ENA;  INSDC first public:2016-05-20T16:38:06Z;  INSDC last update:2016-05-20T15:56:28Z;  INSDC status:public;  Submitter Id:ERR781044 SAMEA3304878;  dev stage:end of vegetative phase;  environmental stress:long day length regimen;  experimental factor 1:dev stage;  experimental factor 2:genotype;  experimental factor 3:environmental stress;  experimental factor 4:organism part;  genotype:ppd-H1 mutant;  organism part:shoot apex (EFO 0001947);  recurated from:SAMEA3304878;  sample name:ERR781044 SAMEA3304878;  Daytime of harvest (Zeitgeber (ZT): hours after lights on):ZT13;  Developmental stage (Waddington stage):W1.0;  ENA first public:2015-03-11;  ENA last update:2015-03-10;  ENA-CHECKLIST:ERC000011;  External Id:SAMEA3304878;  Harvest time (Days after separation into SD/LD):3;  INSDC center alias:HHU (Heinrich Heine University);  INSDC center name:HHU (Heinrich Heine University);  INSDC first public:2015-03-11T17:01:48Z;  INSDC last update:2015-03-10T19:20:57Z;  INSDC status:public;  Leaf number (emerged from main shoot):2;  Submitter Id:F Apex LD Scarlett W1 3DAS rep3;  average number of floret primoria on harvested main shoot apices:0;  biological replication:2.3;  common name:barley;  genotype:Scarlett;  photoperiod:Long Day;  sample name:F Apex LD Scarlett W1 3DAS rep3;  tissue:Apex
PRJEB8748	ERR781045	SAMEA3304852	NA	apex	NA	wild type genotype	SAMEA3304852	NA	ENA first public:2016-05-20;  ENA last update:2016-05-20;  ENA-CHECKLIST:ERC000035;  External Id:SAMEA3998043;  INSDC center alias:ENA;  INSDC center name:ENA;  INSDC first public:2016-05-20T16:38:06Z;  INSDC last update:2016-05-20T15:56:28Z;  INSDC status:public;  Submitter Id:ERR781045 SAMEA3304852;  dev stage:end of vegetative phase;  environmental stress:long day length regimen;  experimental factor 1:dev stage;  experimental factor 2:genotype;  experimental factor 3:environmental stress;  experimental factor 4:organism part;  genotype:wild type genotype;  organism part:shoot apex (EFO 0001947);  recurated from:SAMEA3304852;  sample name:ERR781045 SAMEA3304852;  Daytime of harvest (Zeitgeber (ZT): hours after lights on):ZT13;  Developmental stage (Waddington stage):W1.0;  ENA first public:2015-03-11;  ENA last update:2015-03-10;  ENA-CHECKLIST:ERC000011;  External Id:SAMEA3304852;  Harvest time (Days after separation into SD/LD):3;  INSDC center alias:HHU (Heinrich Heine University);  INSDC center name:HHU (Heinrich Heine University);  INSDC first public:2015-03-11T17:01:48Z;  INSDC last update:2015-03-10T19:20:57Z;  INSDC status:public;  Leaf number (emerged from main shoot):2;  Submitter Id:G Apex LD S42-IL017 W1 3DAS rep1;  average number of floret primoria on harvested main shoot apices:0;  biological replication:3.1;  common name:barley;  genotype:S42-IL107;  photoperiod:Long Day;  sample name:G Apex LD S42-IL017 W1 3DAS rep1;  tissue:Apex
PRJEB8748	ERR781046	SAMEA3304875	NA	apex	NA	wild type genotype	SAMEA3304875	NA	ENA first public:2016-05-20;  ENA last update:2016-05-20;  ENA-CHECKLIST:ERC000035;  External Id:SAMEA3998044;  INSDC center alias:ENA;  INSDC center name:ENA;  INSDC first public:2016-05-20T16:38:06Z;  INSDC last update:2016-05-20T15:56:28Z;  INSDC status:public;  Submitter Id:ERR781046 SAMEA3304875;  dev stage:end of vegetative phase;  environmental stress:long day length regimen;  experimental factor 1:dev stage;  experimental factor 2:genotype;  experimental factor 3:environmental stress;  experimental factor 4:organism part;  genotype:wild type genotype;  organism part:shoot apex (EFO 0001947);  recurated from:SAMEA3304875;  sample name:ERR781046 SAMEA3304875;  Daytime of harvest (Zeitgeber (ZT): hours after lights on):ZT13;  Developmental stage (Waddington stage):W1.0;  ENA first public:2015-03-11;  ENA last update:2015-03-10;  ENA-CHECKLIST:ERC000011;  External Id:SAMEA3304875;  Harvest time (Days after separation into SD/LD):3;  INSDC center alias:HHU (Heinrich Heine University);  INSDC center name:HHU (Heinrich Heine University);  INSDC first public:2015-03-11T17:01:48Z;  INSDC last update:2015-03-10T19:20:57Z;  INSDC status:public;  Leaf number (emerged from main shoot):2;  Submitter Id:H Apex LD S42-IL017 W1 3DAS rep2;  average number of floret primoria on harvested main shoot apices:0;  biological replication:3.2;  common name:barley;  genotype:S42-IL107;  photoperiod:Long Day;  sample name:H Apex LD S42-IL017 W1 3DAS rep2;  tissue:Apex
PRJEB8748	ERR781047	SAMEA3304847	NA	apex	NA	wild type genotype	SAMEA3304847	NA	ENA first public:2016-05-20;  ENA last update:2016-05-20;  ENA-CHECKLIST:ERC000035;  External Id:SAMEA3998045;  INSDC center alias:ENA;  INSDC center name:ENA;  INSDC first public:2016-05-20T16:38:06Z;  INSDC last update:2016-05-20T15:56:28Z;  INSDC status:public;  Submitter Id:ERR781047 SAMEA3304847;  dev stage:end of vegetative phase;  environmental stress:long day length regimen;  experimental factor 1:dev stage;  experimental factor 2:genotype;  experimental factor 3:environmental stress;  experimental factor 4:organism part;  genotype:wild type genotype;  organism part:shoot apex (EFO 0001947);  recurated from:SAMEA3304847;  sample name:ERR781047 SAMEA3304847;  Daytime of harvest (Zeitgeber (ZT): hours after lights on):ZT13;  Developmental stage (Waddington stage):W1.0;  ENA first public:2015-03-11;  ENA last update:2015-03-10;  ENA-CHECKLIST:ERC000011;  External Id:SAMEA3304847;  Harvest time (Days after separation into SD/LD):3;  INSDC center alias:HHU (Heinrich Heine University);  INSDC center name:HHU (Heinrich Heine University);  INSDC first public:2015-03-11T17:01:48Z;  INSDC last update:2015-03-10T19:20:58Z;  INSDC status:public;  Leaf number (emerged from main shoot):2;  Submitter Id:I Apex LD S42-IL017 W1 3DAS rep3;  average number of floret primoria on harvested main shoot apices:0;  biological replication:3.3;  common name:barley;  genotype:S42-IL107;  photoperiod:Long Day;  sample name:I Apex LD S42-IL017 W1 3DAS rep3;  tissue:Apex
PRJEB8748	ERR781048	SAMEA3304886	NA	apex	NA	wild type genotype	SAMEA3304886	NA	ENA first public:2016-05-20;  ENA last update:2016-05-20;  ENA-CHECKLIST:ERC000035;  External Id:SAMEA3998046;  INSDC center alias:ENA;  INSDC center name:ENA;  INSDC first public:2016-05-20T16:38:06Z;  INSDC last update:2016-05-20T15:56:28Z;  INSDC status:public;  Submitter Id:ERR781048 SAMEA3304886;  dev stage:early reproductive phase;  environmental stress:long day length regimen;  experimental factor 1:dev stage;  experimental factor 2:genotype;  experimental factor 3:environmental stress;  experimental factor 4:organism part;  genotype:wild type genotype;  organism part:shoot apex (EFO 0001947);  recurated from:SAMEA3304886;  sample name:ERR781048 SAMEA3304886;  Daytime of harvest (Zeitgeber (ZT): hours after lights on):ZT13;  Developmental stage (Waddington stage):W2.0;  ENA first public:2015-03-11;  ENA last update:2015-03-10;  ENA-CHECKLIST:ERC000011;  External Id:SAMEA3304886;  Harvest time (Days after separation into SD/LD):6;  INSDC center alias:HHU (Heinrich Heine University);  INSDC center name:HHU (Heinrich Heine University);  INSDC first public:2015-03-11T17:01:48Z;  INSDC last update:2015-03-10T19:20:58Z;  INSDC status:public;  Leaf number (emerged from main shoot):2.5;  Submitter Id:J Apex LD S42-IL017 W2 6DAS rep1;  average number of floret primoria on harvested main shoot apices:4-6;  biological replication:4.1;  common name:barley;  genotype:S42-IL107;  photoperiod:Long Day;  sample name:J Apex LD S42-IL017 W2 6DAS rep1;  tissue:Apex
PRJEB8748	ERR781049	SAMEA3304850	NA	apex	NA	wild type genotype	SAMEA3304850	NA	ENA first public:2016-05-20;  ENA last update:2016-05-20;  ENA-CHECKLIST:ERC000035;  External Id:SAMEA3998047;  INSDC center alias:ENA;  INSDC center name:ENA;  INSDC first public:2016-05-20T16:38:06Z;  INSDC last update:2016-05-20T15:56:28Z;  INSDC status:public;  Submitter Id:ERR781049 SAMEA3304850;  dev stage:early reproductive phase;  environmental stress:long day length regimen;  experimental factor 1:dev stage;  experimental factor 2:genotype;  experimental factor 3:environmental stress;  experimental factor 4:organism part;  genotype:wild type genotype;  organism part:shoot apex (EFO 0001947);  recurated from:SAMEA3304850;  sample name:ERR781049 SAMEA3304850;  Daytime of harvest (Zeitgeber (ZT): hours after lights on):ZT13;  Developmental stage (Waddington stage):W2.0;  ENA first public:2015-03-11;  ENA last update:2015-03-10;  ENA-CHECKLIST:ERC000011;  External Id:SAMEA3304850;  Harvest time (Days after separation into SD/LD):6;  INSDC center alias:HHU (Heinrich Heine University);  INSDC center name:HHU (Heinrich Heine University);  INSDC first public:2015-03-11T17:01:48Z;  INSDC last update:2015-03-10T19:20:59Z;  INSDC status:public;  Leaf number (emerged from main shoot):2.5;  Submitter Id:K Apex LD S42-IL017 W2 6DAS rep2;  average number of floret primoria on harvested main shoot apices:4-6;  biological replication:4.2;  common name:barley;  genotype:S42-IL107;  photoperiod:Long Day;  sample name:K Apex LD S42-IL017 W2 6DAS rep2;  tissue:Apex
PRJEB8748	ERR781050	SAMEA3304853	NA	leaf	NA	wild type genotype	SAMEA3304853	NA	ENA first public:2016-05-20;  ENA last update:2016-05-20;  ENA-CHECKLIST:ERC000035;  External Id:SAMEA3998048;  INSDC center alias:ENA;  INSDC center name:ENA;  INSDC first public:2016-05-20T16:38:06Z;  INSDC last update:2016-05-20T15:56:28Z;  INSDC status:public;  Submitter Id:ERR781050 SAMEA3304853;  dev stage:early reproductive phase;  environmental stress:long day length regimen;  experimental factor 1:dev stage;  experimental factor 2:genotype;  experimental factor 3:environmental stress;  experimental factor 4:organism part;  genotype:wild type genotype;  organism part:leaf (EFO 0000993);  recurated from:SAMEA3304853;  sample name:ERR781050 SAMEA3304853;  Daytime of harvest (Zeitgeber (ZT): hours after lights on):ZT13;  Developmental stage (Waddington stage):W2.0;  ENA first public:2015-03-11;  ENA last update:2015-03-10;  ENA-CHECKLIST:ERC000011;  External Id:SAMEA3304853;  Harvest time (Days after separation into SD/LD):6;  Harvested leaf (leaf number on main shoot):2;  INSDC center alias:HHU (Heinrich Heine University);  INSDC center name:HHU (Heinrich Heine University);  INSDC first public:2015-03-11T17:01:48Z;  INSDC last update:2015-03-10T19:20:59Z;  INSDC status:public;  Leaf number (emerged from main shoot):2.5;  Submitter Id:M Leaf LD S42-IL017 W2 6DAS rep1;  biological replication:5.1;  common name:barley;  genotype:S42-IL107;  photoperiod:Long Day;  sample name:M Leaf LD S42-IL017 W2 6DAS rep1;  tissue:Leaf
PRJEB8748	ERR781051	SAMEA3304880	NA	leaf	NA	wild type genotype	SAMEA3304880	NA	ENA first public:2016-05-20;  ENA last update:2016-05-20;  ENA-CHECKLIST:ERC000035;  External Id:SAMEA3998049;  INSDC center alias:ENA;  INSDC center name:ENA;  INSDC first public:2016-05-20T16:38:06Z;  INSDC last update:2016-05-20T15:56:28Z;  INSDC status:public;  Submitter Id:ERR781051 SAMEA3304880;  dev stage:early reproductive phase;  environmental stress:long day length regimen;  experimental factor 1:dev stage;  experimental factor 2:genotype;  experimental factor 3:environmental stress;  experimental factor 4:organism part;  genotype:wild type genotype;  organism part:leaf (EFO 0000993);  recurated from:SAMEA3304880;  sample name:ERR781051 SAMEA3304880;  Daytime of harvest (Zeitgeber (ZT): hours after lights on):ZT13;  Developmental stage (Waddington stage):W2.0;  ENA first public:2015-03-11;  ENA last update:2015-03-10;  ENA-CHECKLIST:ERC000011;  External Id:SAMEA3304880;  Harvest time (Days after separation into SD/LD):6;  Harvested leaf (leaf number on main shoot):2;  INSDC center alias:HHU (Heinrich Heine University);  INSDC center name:HHU (Heinrich Heine University);  INSDC first public:2015-03-11T17:01:48Z;  INSDC last update:2015-03-10T19:20:59Z;  INSDC status:public;  Leaf number (emerged from main shoot):2.5;  Submitter Id:N Leaf LD S42-IL017 W2 6DAS rep2;  biological replication:5.2;  common name:barley;  genotype:S42-IL107;  photoperiod:Long Day;  sample name:N Leaf LD S42-IL017 W2 6DAS rep2;  tissue:Leaf
PRJEB8748	ERR781052	SAMEA3304861	NA	leaf	NA	wild type genotype	SAMEA3304861	NA	ENA first public:2016-05-20;  ENA last update:2016-05-20;  ENA-CHECKLIST:ERC000035;  External Id:SAMEA3998050;  INSDC center alias:ENA;  INSDC center name:ENA;  INSDC first public:2016-05-20T16:38:06Z;  INSDC last update:2016-05-20T15:56:28Z;  INSDC status:public;  Submitter Id:ERR781052 SAMEA3304861;  dev stage:early reproductive phase;  environmental stress:long day length regimen;  experimental factor 1:dev stage;  experimental factor 2:genotype;  experimental factor 3:environmental stress;  experimental factor 4:organism part;  genotype:wild type genotype;  organism part:leaf (EFO 0000993);  recurated from:SAMEA3304861;  sample name:ERR781052 SAMEA3304861;  Daytime of harvest (Zeitgeber (ZT): hours after lights on):ZT13;  Developmental stage (Waddington stage):W2.0;  ENA first public:2015-03-11;  ENA last update:2015-03-10;  ENA-CHECKLIST:ERC000011;  External Id:SAMEA3304861;  Harvest time (Days after separation into SD/LD):6;  Harvested leaf (leaf number on main shoot):2;  INSDC center alias:HHU (Heinrich Heine University);  INSDC center name:HHU (Heinrich Heine University);  INSDC first public:2015-03-11T17:01:48Z;  INSDC last update:2015-03-10T19:21:00Z;  INSDC status:public;  Leaf number (emerged from main shoot):2.5;  Submitter Id:O Leaf LD S42-IL017 W2 6DAS rep3;  biological replication:5.3;  common name:barley;  genotype:S42-IL107;  photoperiod:Long Day;  sample name:O Leaf LD S42-IL017 W2 6DAS rep3;  tissue:Leaf
PRJEB8748	ERR781053	SAMEA3304882	NA	apex	NA	ppd-H1 mutant	SAMEA3304882	NA	ENA first public:2016-05-20;  ENA last update:2016-05-20;  ENA-CHECKLIST:ERC000035;  External Id:SAMEA3998051;  INSDC center alias:ENA;  INSDC center name:ENA;  INSDC first public:2016-05-20T16:38:06Z;  INSDC last update:2016-05-20T15:56:28Z;  INSDC status:public;  Submitter Id:ERR781053 SAMEA3304882;  dev stage:early reproductive phase;  environmental stress:long day length regimen;  experimental factor 1:dev stage;  experimental factor 2:genotype;  experimental factor 3:environmental stress;  experimental factor 4:organism part;  genotype:ppd-H1 mutant;  organism part:shoot apex (EFO 0001947);  recurated from:SAMEA3304882;  sample name:ERR781053 SAMEA3304882;  Daytime of harvest (Zeitgeber (ZT): hours after lights on):ZT13;  Developmental stage (Waddington stage):W2.0;  ENA first public:2015-03-11;  ENA last update:2015-03-10;  ENA-CHECKLIST:ERC000011;  External Id:SAMEA3304882;  Harvest time (Days after separation into SD/LD):9;  INSDC center alias:HHU (Heinrich Heine University);  INSDC center name:HHU (Heinrich Heine University);  INSDC first public:2015-03-11T17:01:48Z;  INSDC last update:2015-03-10T19:21:00Z;  INSDC status:public;  Leaf number (emerged from main shoot):3.5;  Submitter Id:P Apex LD Scarlett W2 9DAS rep1;  average number of floret primoria on harvested main shoot apices:7-10;  biological replication:6.1;  common name:barley;  genotype:Scarlett;  photoperiod:Long Day;  sample name:P Apex LD Scarlett W2 9DAS rep1;  tissue:Apex
PRJEB8748	ERR781054	SAMEA3304864	NA	apex	NA	ppd-H1 mutant	SAMEA3304864	NA	ENA first public:2016-05-20;  ENA last update:2016-05-20;  ENA-CHECKLIST:ERC000035;  External Id:SAMEA3998052;  INSDC center alias:ENA;  INSDC center name:ENA;  INSDC first public:2016-05-20T16:38:06Z;  INSDC last update:2016-05-20T15:56:28Z;  INSDC status:public;  Submitter Id:ERR781054 SAMEA3304864;  dev stage:early reproductive phase;  environmental stress:long day length regimen;  experimental factor 1:dev stage;  experimental factor 2:genotype;  experimental factor 3:environmental stress;  experimental factor 4:organism part;  genotype:ppd-H1 mutant;  organism part:shoot apex (EFO 0001947);  recurated from:SAMEA3304864;  sample name:ERR781054 SAMEA3304864;  Daytime of harvest (Zeitgeber (ZT): hours after lights on):ZT13;  Developmental stage (Waddington stage):W2.0;  ENA first public:2015-03-11;  ENA last update:2015-03-10;  ENA-CHECKLIST:ERC000011;  External Id:SAMEA3304864;  Harvest time (Days after separation into SD/LD):9;  INSDC center alias:HHU (Heinrich Heine University);  INSDC center name:HHU (Heinrich Heine University);  INSDC first public:2015-03-11T17:01:48Z;  INSDC last update:2015-03-10T19:21:00Z;  INSDC status:public;  Leaf number (emerged from main shoot):3.5;  Submitter Id:Q Apex LD Scarlett W2 9DAS rep2;  average number of floret primoria on harvested main shoot apices:7-10;  biological replication:6.2;  common name:barley;  genotype:Scarlett;  photoperiod:Long Day;  sample name:Q Apex LD Scarlett W2 9DAS rep2;  tissue:Apex
PRJEB8748	ERR781055	SAMEA3304843	NA	apex	NA	ppd-H1 mutant	SAMEA3304843	NA	ENA first public:2016-05-20;  ENA last update:2016-05-20;  ENA-CHECKLIST:ERC000035;  External Id:SAMEA3998053;  INSDC center alias:ENA;  INSDC center name:ENA;  INSDC first public:2016-05-20T16:38:06Z;  INSDC last update:2016-05-20T15:56:28Z;  INSDC status:public;  Submitter Id:ERR781055 SAMEA3304843;  dev stage:early reproductive phase;  environmental stress:long day length regimen;  experimental factor 1:dev stage;  experimental factor 2:genotype;  experimental factor 3:environmental stress;  experimental factor 4:organism part;  genotype:ppd-H1 mutant;  organism part:shoot apex (EFO 0001947);  recurated from:SAMEA3304843;  sample name:ERR781055 SAMEA3304843;  Daytime of harvest (Zeitgeber (ZT): hours after lights on):ZT13;  Developmental stage (Waddington stage):W2.0;  ENA first public:2015-03-11;  ENA last update:2015-03-10;  ENA-CHECKLIST:ERC000011;  External Id:SAMEA3304843;  Harvest time (Days after separation into SD/LD):9;  INSDC center alias:HHU (Heinrich Heine University);  INSDC center name:HHU (Heinrich Heine University);  INSDC first public:2015-03-11T17:01:48Z;  INSDC last update:2015-03-10T19:21:01Z;  INSDC status:public;  Leaf number (emerged from main shoot):3.5;  Submitter Id:R Apex LD Scarlett W2 9DAS rep3;  average number of floret primoria on harvested main shoot apices:7-10;  biological replication:6.3;  common name:barley;  genotype:Scarlett;  photoperiod:Long Day;  sample name:R Apex LD Scarlett W2 9DAS rep3;  tissue:Apex
PRJEB8748	ERR781056	SAMEA3304870	NA	apex	NA	wild type genotype	SAMEA3304870	NA	ENA first public:2016-05-20;  ENA last update:2016-05-20;  ENA-CHECKLIST:ERC000035;  External Id:SAMEA3998054;  INSDC center alias:ENA;  INSDC center name:ENA;  INSDC first public:2016-05-20T16:38:06Z;  INSDC last update:2016-05-20T15:56:28Z;  INSDC status:public;  Submitter Id:ERR781056 SAMEA3304870;  dev stage:early reproductive phase;  environmental stress:short day length regimen;  experimental factor 1:dev stage;  experimental factor 2:genotype;  experimental factor 3:environmental stress;  experimental factor 4:organism part;  genotype:wild type genotype;  organism part:shoot apex (EFO 0001947);  recurated from:SAMEA3304870;  sample name:ERR781056 SAMEA3304870;  Daytime of harvest (Zeitgeber (ZT): hours after lights on):ZT5;  Developmental stage (Waddington stage):W2.0;  ENA first public:2015-03-11;  ENA last update:2015-03-10;  ENA-CHECKLIST:ERC000011;  External Id:SAMEA3304870;  Harvest time (Days after separation into SD/LD):16;  INSDC center alias:HHU (Heinrich Heine University);  INSDC center name:HHU (Heinrich Heine University);  INSDC first public:2015-03-11T17:01:48Z;  INSDC last update:2015-03-10T19:21:01Z;  INSDC status:public;  Leaf number (emerged from main shoot):4;  Submitter Id:S Apex SD S42-IL017 W2 16DAS rep1;  average number of floret primoria on harvested main shoot apices:6-8;  biological replication:7.1;  common name:barley;  genotype:S42-IL017;  photoperiod:Short Day;  sample name:S Apex SD S42-IL017 W2 16DAS rep1;  tissue:Apex
PRJEB8748	ERR781057	SAMEA3304862	NA	apex	NA	wild type genotype	SAMEA3304862	NA	ENA first public:2016-05-20;  ENA last update:2016-05-20;  ENA-CHECKLIST:ERC000035;  External Id:SAMEA3998055;  INSDC center alias:ENA;  INSDC center name:ENA;  INSDC first public:2016-05-20T16:38:06Z;  INSDC last update:2016-05-20T15:56:28Z;  INSDC status:public;  Submitter Id:ERR781057 SAMEA3304862;  dev stage:early reproductive phase;  environmental stress:short day length regimen;  experimental factor 1:dev stage;  experimental factor 2:genotype;  experimental factor 3:environmental stress;  experimental factor 4:organism part;  genotype:wild type genotype;  organism part:shoot apex (EFO 0001947);  recurated from:SAMEA3304862;  sample name:ERR781057 SAMEA3304862;  Daytime of harvest (Zeitgeber (ZT): hours after lights on):ZT5;  Developmental stage (Waddington stage):W2.0;  ENA first public:2015-03-11;  ENA last update:2015-03-10;  ENA-CHECKLIST:ERC000011;  External Id:SAMEA3304862;  Harvest time (Days after separation into SD/LD):16;  INSDC center alias:HHU (Heinrich Heine University);  INSDC center name:HHU (Heinrich Heine University);  INSDC first public:2015-03-11T17:01:48Z;  INSDC last update:2015-03-10T19:21:01Z;  INSDC status:public;  Leaf number (emerged from main shoot):4;  Submitter Id:T Apex SD S42-IL017 W2 16DAS rep2;  average number of floret primoria on harvested main shoot apices:6-8;  biological replication:7.2;  common name:barley;  genotype:S42-IL017;  photoperiod:Short Day;  sample name:T Apex SD S42-IL017 W2 16DAS rep2;  tissue:Apex
