BioProject	SRA	BioSample	treatment	tissue	stage	cultivar	code	temperature	attributes
PRJNA373412	SRR5493616	SAMN06314633	NA	NA	NA	BTx623	Gp0176448	NA	collection date:missing;  isol growth condt:missing;  ref biomaterial:missing;  estimated size:missing;  ploidy:missing;  propagation:missing;  cultivar:BTx623;  feature:missing;  material:missing;  biome:missing;  num replicons:missing;  host:not applicable;  geo loc name:missing;  lat lon:missing;  isolation source:missing
PRJNA372333	SRR5493617	SAMN06313853	NA	NA	NA	BTx623	Gp0176495	NA	collection date:missing;  isol growth condt:missing;  ref biomaterial:missing;  estimated size:missing;  ploidy:missing;  propagation:missing;  cultivar:BTx623;  feature:missing;  material:missing;  biome:missing;  num replicons:missing;  host:not applicable;  geo loc name:missing;  lat lon:missing;  isolation source:missing
PRJNA373432	SRR5493618	SAMN06314424	NA	NA	NA	BTx623	Gp0176468	NA	collection date:missing;  isol growth condt:missing;  ref biomaterial:missing;  estimated size:missing;  ploidy:missing;  propagation:missing;  cultivar:BTx623;  feature:missing;  material:missing;  biome:missing;  num replicons:missing;  host:not applicable;  geo loc name:missing;  lat lon:missing;  isolation source:missing
PRJNA372561	SRR5493619	SAMN06313411	NA	NA	NA	BTx623	Gp0176433	NA	collection date:missing;  isol growth condt:missing;  ref biomaterial:missing;  estimated size:missing;  ploidy:missing;  propagation:missing;  cultivar:BTx623;  feature:missing;  material:missing;  biome:missing;  num replicons:missing;  host:not applicable;  geo loc name:missing;  lat lon:missing;  isolation source:missing
PRJNA372341	SRR5493620	SAMN06313533	NA	NA	NA	BTx623	Gp0176503	NA	collection date:missing;  isol growth condt:missing;  ref biomaterial:missing;  estimated size:missing;  ploidy:missing;  propagation:missing;  cultivar:BTx623;  feature:missing;  material:missing;  biome:missing;  num replicons:missing;  host:not applicable;  geo loc name:missing;  lat lon:missing;  isolation source:missing
PRJNA373449	SRR5493621	SAMN06314499	NA	NA	NA	BTx623	Gp0176485	NA	collection date:missing;  isol growth condt:missing;  ref biomaterial:missing;  estimated size:missing;  ploidy:missing;  propagation:missing;  cultivar:BTx623;  feature:missing;  material:missing;  biome:missing;  num replicons:missing;  host:not applicable;  geo loc name:missing;  lat lon:missing;  isolation source:missing
PRJNA372330	SRR5493622	SAMN06313159	NA	NA	NA	BTx623	Gp0176492	NA	collection date:missing;  isol growth condt:missing;  ref biomaterial:missing;  estimated size:missing;  ploidy:missing;  propagation:missing;  cultivar:BTx623;  feature:missing;  material:missing;  biome:missing;  num replicons:missing;  host:not applicable;  geo loc name:missing;  lat lon:missing;  isolation source:missing
PRJNA372335	SRR5493623	SAMN06314065	NA	NA	NA	BTx623	Gp0176497	NA	collection date:missing;  isol growth condt:missing;  ref biomaterial:missing;  estimated size:missing;  ploidy:missing;  propagation:missing;  cultivar:BTx623;  feature:missing;  material:missing;  biome:missing;  num replicons:missing;  host:not applicable;  geo loc name:missing;  lat lon:missing;  isolation source:missing
PRJNA373450	SRR5493624	SAMN06313598	NA	NA	NA	BTx623	Gp0176486	NA	collection date:missing;  isol growth condt:missing;  ref biomaterial:missing;  estimated size:missing;  ploidy:missing;  propagation:missing;  cultivar:BTx623;  feature:missing;  material:missing;  biome:missing;  num replicons:missing;  host:not applicable;  geo loc name:missing;  lat lon:missing;  isolation source:missing
PRJNA372560	SRR5493625	SAMN06313429	NA	NA	NA	BTx623	Gp0176432	NA	collection date:missing;  isol growth condt:missing;  ref biomaterial:missing;  estimated size:missing;  ploidy:missing;  propagation:missing;  cultivar:BTx623;  feature:missing;  material:missing;  biome:missing;  num replicons:missing;  host:not applicable;  geo loc name:missing;  lat lon:missing;  isolation source:missing
